ID,Pharmacy-Name,Phone,Credential,CredentialId,Location,Address,City,State,Concat,Zip,Found,Coordinates,Lats,Long,County,Color,Size,Label,cluster
582,STOP & SHOP PHARMACY #674,8604567240,PCY.0001248,"38,430","1391 MAIN ST
CT 06226-1949
(41.716057, -72.230877)",1391 MAIN ST,WILLIMANTIC,CT,"1391 MAIN ST, WILLIMANTIC, CT",06226-1949,Match,"-72.23049,41.715973",-72.23049,41.715973,Windham County,Grey,Big,L,8
583,CVS PHARMACY #916,(860) 945-3390,PCY.0001299,"38,453","26 DAVIS ST
CT 06779-1925
(41.588159, -73.088803)",26 DAVIS ST,OAKVILLE,CT,"26 DAVIS ST, OAKVILLE, CT",06779-1925,Match,"-73.08884,41.58805",-73.08884,41.58805,Litchfield County,Blue,Mid,C,3
585,RITE AID  #2666,(203) 596-8192,PCY.0001404,"38,878","277 FAIRFIELD AVE
CT 06708-4068
(41.535571, -73.059624)",277 FAIRFIELD AVE,WATERBURY,CT,"277 FAIRFIELD AVE, WATERBURY, CT",06708-4068,Match,"-73.06083,41.535404",-73.06083,41.535404,New Haven County,Green,Tiny,E,5
586,NEW BRITAIN PHARMACY,860-223-0522,PCY.0002260,"1,146,910","46 BROAD ST
CT 06053-4305
(41.67338, -72.785028)",46 BROAD ST,NEW BRITAIN,CT,"46 BROAD ST, NEW BRITAIN, CT",06053-4305,Match,"-72.7852,41.6734",-72.7852,41.6734,Hartford County,Orange,Tiny,B,2
587,WALGREENS #07522,(203) 374-2819,PCY.0001855,"358,276","4083 MAIN ST
CT 06606-2302
(41.216427, -73.213467)",4083 MAIN ST,BRIDGEPORT,CT,"4083 MAIN ST, BRIDGEPORT, CT",06606-2302,Match,"-73.21404,41.217213",-73.21404,41.217213,Fairfield,Red,Tiny,A,1
588,CVS PHARMACY #377,(860) 446-0912,PCY.0001142,"38,023","915 POQUONNOCK RD
CT 06340-4257
(41.346664, -72.051088)",915 POQUONNOCK RD,GROTON,CT,"915 POQUONNOCK RD, GROTON, CT",06340-4257,Match,"-72.05367,41.34518",-72.05367,41.34518,New London County,Black,Mid,F,6
590,"GENOA HEALTHCARE, LLC",(860) 457-4690,PCY.0002135,"525,060","1007 N MAIN ST
CT 06241-2170
(41.834753, -71.877388)",1007 N MAIN ST,DAYVILLE,CT,"1007 N MAIN ST, DAYVILLE, CT",06241-2170,Match,"-71.87721,41.83333",-71.87721,41.83333,Windham County,Grey,Big,L,8
592,NB HEALTH CARE LLC,,PCY.0002291,"1,212,758","200 MAIN ST
CT 06051-2222
(41.666983, -72.782254)",200 MAIN ST,NEW BRITAIN,CT,"200 MAIN ST, NEW BRITAIN, CT",06051-2222,Match,"-72.7819,41.6678",-72.7819,41.6678,Hartford County,Orange,Tiny,B,2
594,CVS PHARMACY #2475,(203) 422-2129,PCY.0000980,"513,023","122 E PUTNAM AVE
CT 06807-2720
(41.037369, -73.600707)",122 E PUTNAM AVE,COS COB,CT,"122 E PUTNAM AVE, COS COB, CT",06807-2720,Match,"-73.60177,41.036808",-73.60177,41.036808,Fairfield,Red,Tiny,A,1
595,MEDICAL PHARMACY INC,(860) 423-1661,PCY.0000892,"37,766","1213 MAIN ST
CT 06226-1907
(41.714043, -72.225524)",1213 MAIN ST,WILLIMANTIC,CT,"1213 MAIN ST, WILLIMANTIC, CT",06226-1907,Match,"-72.22586,41.71416",-72.22586,41.71416,Windham County,Grey,Big,L,8
